Offset,PID,Handle,Access,Type,Details
0x8248d650,4,0x6cc,0x12019f,File,\Device\Tcp
0x82445460,4,0x6d0,0x12019f,File,\Device\Tcp
0x82208860,4,0x6d4,0x12019f,File,\Device\Tcp
0x82213348,4,0x6d8,0x12019f,File,\Device\Tcp
0x82271558,4,0x6dc,0x12019f,File,\Device\Tcp
0x8244a2c8,4,0x6e0,0x12019f,File,\Device\Tcp
0x8235e798,4,0x6e4,0x12019f,File,\Device\Tcp
0x82065c88,4,0x6e8,0x12019f,File,\Device\Tcp
0x82065398,4,0x6ec,0x12019f,File,\Device\Tcp
0x8235e348,4,0x6f0,0x12019f,File,\Device\Tcp
0x8239ab88,4,0x6f4,0x12019f,File,\Device\Tcp
0x8239a940,4,0x6f8,0x12019f,File,\Device\Tcp
0x8239a6f8,4,0x6fc,0x12019f,File,\Device\Tcp
0x8239a4b0,4,0x700,0x12019f,File,\Device\Tcp
0x82381b88,4,0x704,0x12019f,File,\Device\Tcp
0x82381940,4,0x708,0x12019f,File,\Device\Tcp
0x823816f8,4,0x70c,0x12019f,File,\Device\Tcp
0x82458298,4,0x710,0x12019f,File,\Device\Tcp
0x823583c0,4,0x714,0x12019f,File,\Device\Tcp
0x82065810,4,0x718,0x12019f,File,\Device\Tcp
0x820d9868,4,0x71c,0x12019f,File,\Device\Tcp
0x820d9620,4,0x720,0x12019f,File,\Device\Tcp
0x823dc028,4,0x724,0x12019f,File,\Device\Tcp
0x82229918,4,0x728,0x12019f,File,\Device\Tcp
0x822296d0,4,0x72c,0x12019f,File,\Device\Tcp
0x820abe90,4,0x730,0x12019f,File,\Device\Tcp
0x820abc48,4,0x734,0x12019f,File,\Device\Tcp
0x820aba00,4,0x738,0x12019f,File,\Device\Tcp
0x820ab708,4,0x73c,0x12019f,File,\Device\Tcp
0x820ab4c0,4,0x740,0x12019f,File,\Device\Tcp
0x8227cbf8,4,0x744,0x12019f,File,\Device\Tcp
0x8227c9b0,4,0x748,0x12019f,File,\Device\Tcp
0x8227c768,4,0x74c,0x12019f,File,\Device\Tcp
0x82208e48,4,0x750,0x12019f,File,\Device\Tcp
0x82104f40,4,0x754,0x12019f,File,\Device\Tcp
0x82074730,4,0x758,0x12019f,File,\Device\Tcp
0x82272530,4,0x75c,0x12019f,File,\Device\Tcp
0x821ecd00,4,0x760,0x12019f,File,\Device\Tcp
0x821f2180,4,0x764,0x2000003,File,\Device\HarddiskVolume1\Documents and Settings\LocalService\ntuser.dat.LOG
0x8233a4c8,4,0x768,0x12019f,File,\Device\NetBT_Tcpip_{BE29B437-A9A0-479B-90AA-7276A219D289}
0x82041848,4,0x76c,0x120116,File,\Device\Mup
0x821fbef8,4,0x770,0x2000003,File,\Device\HarddiskVolume1\Documents and Settings\LocalService\NTUSER.DAT
0x82382100,4,0x774,0x2000003,File,\Device\HarddiskVolume1\Documents and Settings\LocalService\Local Settings\Application Data\Microsoft\Windows\UsrClass.dat
0x8233d1e0,4,0x778,0x2000003,File,\Device\HarddiskVolume1\Documents and Settings\LocalService\Local Settings\Application Data\Microsoft\Windows\UsrClass.dat.LOG
0x82048060,4,0x77c,0x2000003,File,\Device\HarddiskVolume1\Documents and Settings\Administrator\NTUSER.DAT
0x821ef2f0,4,0x780,0x2000003,File,\Device\HarddiskVolume1\Documents and Settings\Administrator\ntuser.dat.LOG
0x823822d0,4,0x784,0x2000003,File,\Device\HarddiskVolume1\Documents and Settings\Administrator\Local Settings\Application Data\Microsoft\Windows\UsrClass.dat
0x823732e0,4,0x788,0x2000003,File,\Device\HarddiskVolume1\Documents and Settings\Administrator\Local Settings\Application Data\Microsoft\Windows\UsrClass.dat.LOG
0x821044e0,4,0x78c,0x12019f,File,\Device\Tcp
0x82453cc0,4,0x790,0x12019f,File,\Device\NetBT_Tcpip_{BE29B437-A9A0-479B-90AA-7276A219D289}
0x8207c728,4,0x794,0x20,File,\Device\WebDavRedirector
0x820417b0,4,0x798,0x20,File,\Device\LanmanRedirector
0x8207c4e0,4,0x79c,0x120116,File,\Device\Mup
0x820cb2c8,4,0x7a0,0x1f03ff,Thread,TID 204 PID 4
0x82223248,4,0x7a4,0x12019f,File,\Device\Udp
0x8242d028,4,0x7a8,0x12019f,File,\Device\NetBT_Tcpip_{BE29B437-A9A0-479B-90AA-7276A219D289}
0x820dff90,4,0x7ac,0x12019f,File,\Device\NTPNP_PCI0042\Topology
0x82041ad8,4,0x7b0,0x12019f,File,\Device\Tcp
0x8228c3c0,4,0x7b4,0x12019f,File,\Device\Udp
0x82347610,4,0x7b8,0x12019f,File,\Device\Tcp
0x821f92e0,4,0x7bc,0x12019f,File,\Device\Tcp
0x821f9b30,4,0x7c0,0x12019f,File,\Device\Tcp
0x82347a38,4,0x7c4,0x12019f,File,\Device\Tcp
0x8203f8a8,4,0x7c8,0x12019f,File,\Device\Tcp
0x824aa7b8,4,0x7cc,0x12019f,File,\Device\Tcp
0x824aa518,4,0x7d0,0x12019f,File,\Device\Tcp
0x82518710,4,0x7d4,0x12019f,File,\Device\Tcp
0x821f8a60,4,0x7d8,0x12019f,File,\Device\Tcp
0x823494a0,4,0x7dc,0x12019f,File,\Device\Tcp
0x824348c8,4,0x7e0,0x12019f,File,\Device\Tcp
0x821f8638,4,0x7e4,0x12019f,File,\Device\Tcp
0x82349cf0,4,0x7e8,0x12019f,File,\Device\Tcp
0x823498c8,4,0x7ec,0x12019f,File,\Device\Tcp
0x82050638,4,0x7f0,0x12019f,File,\Device\Tcp
0x823391c0,4,0x7f4,0x12019f,File,\Device\Tcp
0x8228c2c0,4,0x7f8,0x12019f,File,\Device\Tcp
0x820555b0,4,0x7fc,0x12019f,File,\Device\Tcp
0x82464580,4,0x804,0x12019f,File,\Device\Tcp
0x82464358,4,0x808,0x12019f,File,\Device\Tcp
0x820979f0,4,0x80c,0x12019f,File,\Device\Tcp
0x8237cb30,4,0x810,0x12019f,File,\Device\Tcp
0x8236a0d0,4,0x814,0x12019f,File,\Device\Gpc
0x8237c888,4,0x818,0x12019f,File,\Device\Tcp
0x8237c5e0,4,0x81c,0x12019f,File,\Device\Tcp
0x8237c338,4,0x820,0x12019f,File,\Device\Tcp
0x8237b028,4,0x824,0x12019f,File,\Device\Tcp
0x8237bb30,4,0x828,0x12019f,File,\Device\Tcp
0x8237b8b8,4,0x82c,0x12019f,File,\Device\Tcp
0x8237b610,4,0x830,0x12019f,File,\Device\Tcp
0x8237b368,4,0x834,0x12019f,File,\Device\Tcp
0x822b2028,4,0x838,0x12019f,File,\Device\Tcp
0x822b2e00,4,0x83c,0x12019f,File,\Device\Tcp
0x822b2b58,4,0x840,0x12019f,File,\Device\Tcp
0x822b28b0,4,0x844,0x12019f,File,\Device\Tcp
0x822b2608,4,0x848,0x12019f,File,\Device\Tcp
0x822b2360,4,0x84c,0x12019f,File,\Device\Tcp
0xe18459d0,4,0x850,0x20019,Key,MACHINE\HARDWARE\DESCRIPTION\SYSTEM\MULTIFUNCTIONADAPTER
0x8208a020,4,0x854,0x1f03ff,Thread,TID 264 PID 4
0xe1547888,4,0x858,0x20019,Key,MACHINE\HARDWARE\DESCRIPTION\SYSTEM\MULTIFUNCTIONADAPTER
0x823dce00,4,0x85c,0x12019f,File,\Device\Tcp
0x823dcb58,4,0x860,0x12019f,File,\Device\Tcp
0x823dc8b0,4,0x864,0x12019f,File,\Device\Tcp
0x823dc608,4,0x868,0x12019f,File,\Device\Tcp
0x823dc360,4,0x86c,0x12019f,File,\Device\Tcp
0x81f53028,4,0x870,0x12019f,File,\Device\Tcp
0x81f53e00,4,0x874,0x12019f,File,\Device\Tcp
0x81f53b58,4,0x878,0x12019f,File,\Device\Tcp
0x81f538b0,4,0x87c,0x12019f,File,\Device\Tcp
0x81f53608,4,0x880,0x12019f,File,\Device\Tcp
0x81f53360,4,0x884,0x12019f,File,\Device\Tcp
0x8213b028,4,0x888,0x12019f,File,\Device\Tcp
0x8213bd30,4,0x88c,0x12019f,File,\Device\NetbiosSmb
0x8213bb10,4,0x890,0x12019f,File,\Device\NetbiosSmb
0x820692f8,4,0x894,0x180,File,\Device\NetBT_Tcpip_{BE29B437-A9A0-479B-90AA-7276A219D289}
0x82359028,4,0x898,0x12019f,File,\Device\Tcp
0x823530b8,4,0x89c,0x0,File,\Device\NetBT_Tcpip_{BE29B437-A9A0-479B-90AA-7276A219D289}
0x820c20b8,4,0x8a0,0x12019f,File,\Device\Tcp
0x820c6028,4,0x8a4,0x12019f,File,\Device\Tcp
0x8206d810,4,0x8a8,0x1f01ff,File,\Device\RawIp\255
0x82275aa0,4,0x8ac,0x1f01ff,File,\Device\Udp
0x82455778,4,0x8b0,0x1f01ff,File,\Device\Udp
0x824432b0,4,0x8b4,0x0,File,\Device\NetBT_Tcpip_{BE29B437-A9A0-479B-90AA-7276A219D289}
0x820b4d80,4,0x8b8,0x180,File,\Device\NetBT_Tcpip_{BE29B437-A9A0-479B-90AA-7276A219D289}
0x82273410,4,0x8bc,0x0,File,\Device\NetbiosSmb
0x8234dc70,4,0x8c0,0x12019f,File,\Device\Tcp
0x82214500,4,0x8c4,0x0,File,\Device\NetbiosSmb
0x82215c70,4,0x8c8,0x12019f,File,\Device\Tcp
0x8238ce00,4,0x8cc,0x180,File,\Device\NetbiosSmb
0x8244e878,4,0x8d0,0x0,File,\Device\NetbiosSmb
0x823609d8,4,0x8d4,0x180,File,\Device\NetbiosSmb
0xe1f38630,4,0x8d8,0x1f0001,Port,
0xe19cf610,4,0x8dc,0xf001f,Section,
0x8251c770,4,0x8e0,0x12019f,File,\Device\NetBT_Tcpip_{BE29B437-A9A0-479B-90AA-7276A219D289}
0xe1f37500,4,0x8e4,0x2,Key,MACHINE\SOFTWARE\MICROSOFT\CRYPTOGRAPHY\RNG
0x820dd068,4,0x8e8,0x12019f,File,\Device\NamedPipe\
0xe1c2e878,4,0x8ec,0x20f01ff,Token,
0x8244c548,4,0x8f0,0x12019f,File,\Device\Tcp
0x82212718,4,0x8f4,0x0,File,\Device\NetbiosSmb
0x821046e0,4,0x8f8,0x12019f,File,\Device\Tcp
0xe1c3d600,4,0x8fc,0x1f0001,Port,
0x8205f028,4,0x900,0x0,File,\Device\NetBT_Tcpip_{BE29B437-A9A0-479B-90AA-7276A219D289}
0x82342c78,4,0x904,0x12019f,File,\Device\Tcp
0x82062320,4,0x908,0x0,File,\Device\NetBT_Tcpip_{BE29B437-A9A0-479B-90AA-7276A219D289}
0x8248b0d0,4,0x90c,0x1f01ff,File,\Device\Udp
0x82203028,4,0x910,0x1f01ff,File,\Device\Udp
0x8228f770,4,0x914,0x1200a0,File,\Device\Udp
0x81f49da0,4,0x918,0x1f03ff,Thread,TID 328 PID 4
0xe1d4ee48,4,0x91c,0xf000f,Directory,Http
0x82133da0,4,0x920,0x1f03ff,Thread,TID 360 PID 4
0x8214ada0,4,0x924,0x1f03ff,Thread,TID 356 PID 4
0x81f4cda0,4,0x928,0x1f03ff,Thread,TID 376 PID 4
0x825c4408,4,0x92c,0x1,Event,LowMemoryCondition
0x82490020,4,0x930,0x1f03ff,Thread,TID 372 PID 4
0x82067f90,4,0x934,0x100003,File,\Device\Gpc
0x820ab8c0,4,0x938,0x1200a0,File,\Device\Tcp
0xe2170b38,4,0x93c,0x2001f,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\HTTP\PARAMETERS\URLACLINFO
0x820cf5d8,4,0x940,0x1200a0,File,\Device\Udp
0x8243a2e0,4,0x948,0x12019f,File,\Device\Tcp
0x82439610,4,0x94c,0x12019f,File,\Device\Tcp
0x82276cc8,4,0x950,0x12019f,File,\Device\Tcp
0x82268708,4,0x954,0x1200a0,File,\Device\Tcp
0x820da1d8,4,0x958,0x12019f,File,\Device\Tcp
0x824539f8,4,0x95c,0x12019f,File,\Device\Tcp
0x82218ae0,4,0x960,0x1f0003,Event,PrefetchTracesReady
0x8206dbf0,4,0x964,0x12019f,File,\Device\Tcp
0x8226e9f8,4,0x9e0,0x12019f,File,\Device\HarddiskVolume1\Documents and Settings\Administrator\My Documents\Incident Response Suites\CMATv1.02a\XPSP2_Solitaire.mem
0x8251ada0,4,0xa44,0x1f03ff,Process,svchost.exe(1080)
0x820ca2c8,4,0xa48,0x1f03ff,Process,vmtoolsd.exe(476)
0x82435020,4,0xa4c,0x1f03ff,Process,winlogon.exe(640)
0x823397e8,4,0xa50,0x1f03ff,Process,explorer.exe(1472)
0x8209c020,4,0xa54,0x1f03ff,Process,svchost.exe(180)
0x82432980,4,0xa58,0x1f03ff,Process,spoolsv.exe(1612)
0x82428880,4,0xa5c,0x1f03ff,Process,lsass.exe(696)
0x82257020,4,0xa60,0x1f03ff,Process,msmsgs.exe(1896)
0xe10096c0,544,0x4,0xf0003,KeyedEvent,CritSecOutOfMemoryEvent
0x823a27e8,544,0x8,0x100020,File,\Device\HarddiskVolume1\WINDOWS
0xe18bd030,544,0xc,0x1f0001,Port,SmApiPort
0xe167ab50,544,0x10,0x1f0001,Port,
0xe1004488,544,0x14,0xf000f,Directory,GLOBAL??
0xe156e720,544,0x18,0xf000f,Directory,Sessions
0x820dd938,544,0x1c,0x100001,File,\Device\HarddiskVolume1\WINDOWS\system32
0xe16171f0,544,0x20,0xf0001,SymbolicLink,KnownDllPath
0xe161ec68,544,0x24,0xf000f,Directory,KnownDlls
0x824cf540,544,0x28,0x1f0003,Event,
0x82375cd8,544,0x2c,0x1f0003,Event,UniqueSessionIdEvent
0x82433550,544,0x30,0x1f0fff,Process,csrss.exe(616)
0x82433550,544,0x34,0x400,Process,csrss.exe(616)
0xe1627f68,544,0x38,0x1f0001,Port,
0xe1685440,544,0x3c,0x1f0001,Port,
0xe1676c58,544,0x40,0x1f0001,Port,
0xe210d898,544,0x44,0x1f0001,Port,
0x82435020,544,0x48,0x1f0fff,Process,winlogon.exe(640)
0x8203dda0,544,0x4c,0x400,Process,svchost.exe(880)
0xe10096c0,616,0x4,0xf0003,KeyedEvent,CritSecOutOfMemoryEvent
0xe161ec68,616,0x8,0x3,Directory,KnownDlls
0x8208ff28,616,0xc,0x100020,File,\Device\HarddiskVolume1\WINDOWS\system32
0xe16bcc48,616,0x10,0xf000f,Directory,BNOLINKS
0x82435020,616,0x14,0x1f0fff,Process,winlogon.exe(640)
0xe16d08d8,616,0x18,0xf0001,SymbolicLink,0
0xe16f7c40,616,0x1c,0xf000f,Directory,0
0xe1648880,616,0x20,0xf000f,Directory,DosDevices
0xe18b3568,616,0x24,0xf000f,Directory,Windows
0xe160f738,616,0x28,0xf001f,Section,
0xe1649880,616,0x2c,0xf000f,Directory,BaseNamedObjects
0x82073c00,616,0x30,0x100003,Semaphore,
0xe1633880,616,0x34,0xf000f,Directory,Restricted
0xe18ad150,616,0x38,0x4,Section,NlsSectionUnicode
0x824651c0,616,0x3c,0x1f0003,Event,
0xe16fc9a8,616,0x40,0x4,Section,NlsSectionLocale
0xe17039c8,616,0x44,0x4,Section,NlsSectionCType
0xe160fd20,616,0x48,0x4,Section,NlsSectionSortkey
0xe160a2e8,616,0x4c,0x4,Section,NlsSectionSortTbls
0x820ade68,616,0x50,0x1f0003,Event,
0x823a2b00,616,0x54,0x1f0003,Event,
0x823a26e0,616,0x58,0x1f0003,Event,
0x82296168,616,0x5c,0x1f0003,Event,
0xe19092f0,616,0x60,0x1f0001,Port,
0x82050020,616,0x64,0x1f03ff,Thread,TID 624 PID 616
0xe1649880,616,0x68,0x2000f,Directory,BaseNamedObjects
0x820cca20,616,0x6c,0x1f03ff,Thread,TID 1052 PID 316
0x82432020,616,0x70,0x1f03ff,Thread,TID 628 PID 616
0xe157ca00,616,0x74,0x1f0001,Port,ApiPort
0xe1570930,616,0x78,0x1f0001,Port,SbApiPort
0x821f8020,616,0x7c,0x1f03ff,Thread,TID 632 PID 616
0x8247e188,616,0x80,0x21f0003,Event,
0x82344020,616,0x84,0x1f03ff,Thread,TID 636 PID 616
0xe16d0b50,616,0x88,0x1f0001,Port,
0x8234a020,616,0x8c,0x1f03ff,Thread,TID 644 PID 640
0xe1627eb0,616,0x90,0x1f0001,Port,
0x82433da0,616,0x94,0x1f03ff,Thread,TID 648 PID 616
0xe1909288,616,0x98,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\CONTROL\PRIORITYCONTROL
0x8204ab10,616,0x9c,0x1f03ff,Thread,TID 652 PID 616
0x8233bb50,616,0xa0,0x21f0003,Event,
0x82335ca8,616,0xa4,0x1f03ff,Thread,TID 656 PID 616
0x820de020,616,0xa8,0x21f0003,Event,
0x820620f0,616,0xac,0x1f0003,Event,WinSta0_DesktopSwitch
0x8251b518,616,0xb0,0x100001,File,\Device\00000030
0x823a0880,616,0xb4,0x100001,File,\Device\00000031
0x82214e98,616,0xb8,0x100001,File,\Device\0000007f
0x82266a90,616,0xbc,0x100001,File,\Device\0000007e
0x8235ceb8,616,0xc0,0x100001,File,\Device\0000006d
0x82075410,616,0xc4,0x100001,File,\Device\0000006c
0x8235fea8,616,0xc8,0xf0003,WindowStation,WinSta0
0x82385470,616,0xd0,0x100003,Semaphore,
0x823a0198,616,0xd4,0x100003,Semaphore,
0xe1936588,616,0xd8,0x20f003f,Key,MACHINE
0xe19345c0,616,0xdc,0x20019,Key,MACHINE\SYSTEM\SETUP
0x8235fbc0,616,0xe0,0x21f0003,Event,
0x8205f2d8,616,0xe4,0x120089,File,\Device\HarddiskVolume1\WINDOWS\system32\ega.cpi
0x82346b10,616,0xe8,0x1f03ff,Thread,TID 668 PID 640
0x821f3458,616,0xec,0x1f03ff,Thread,TID 672 PID 640
0x8204d458,616,0xf4,0x1f03ff,Thread,TID 680 PID 640
0x8204d880,616,0xf8,0x1f0fff,Process,services.exe(684)
0x822a2da0,616,0xfc,0x1f03ff,Thread,TID 568 PID 880
0x82342da0,616,0x100,0x1f03ff,Thread,TID 692 PID 640
0x821efda0,616,0x104,0x1f03ff,Thread,TID 1456 PID 1208
0x823c9f00,616,0x108,0x100001,File,\Device\KsecDD
0x82428880,616,0x10c,0x1f0fff,Process,lsass.exe(696)
0xe1999758,616,0x114,0x1f0001,Port,
0xe197e650,616,0x118,0x1f0001,Port,
0x82040ca8,616,0x11c,0x1f03ff,Thread,TID 704 PID 616
0x8233e3d8,616,0x120,0x21f0003,Event,
0x82430880,616,0x124,0x1f03ff,Thread,TID 708 PID 684
0x82438020,616,0x128,0x1f03ff,Thread,TID 712 PID 684
0x821ef020,616,0x12c,0x1f03ff,Thread,TID 716 PID 684
0x82423da0,616,0x130,0x1f03ff,Thread,TID 724 PID 696
0x821f1b10,616,0x134,0x1f03ff,Thread,TID 720 PID 696
0x82423978,616,0x138,0x1f03ff,Thread,TID 728 PID 696
0x82430458,616,0x13c,0x1f03ff,Thread,TID 732 PID 696
0x821f2b10,616,0x140,0x1f03ff,Thread,TID 736 PID 696
0x82337da0,616,0x144,0x1f03ff,Thread,TID 884 PID 880
0x8214bda0,616,0x148,0x1f03ff,Thread,TID 312 PID 1080
0x82042978,616,0x14c,0x1f03ff,Thread,TID 752 PID 696
0x823366e8,616,0x150,0x1f03ff,Thread,TID 768 PID 696
0xe1f37c88,616,0x154,0x1f0001,Port,
0x820435f0,616,0x158,0x1f03ff,Thread,TID 776 PID 696
0x82078020,616,0x15c,0x1f03ff,Thread,TID 780 PID 696
0x82487020,616,0x168,0x1f03ff,Thread,TID 792 PID 696
0x824462f0,616,0x16c,0x1f03ff,Thread,TID 2036 PID 696
0x8213d2c8,616,0x170,0x1f03ff,Thread,TID 820 PID 1704
0x820a0b68,616,0x174,0x1f03ff,Thread,TID 828 PID 684
0x82373c68,616,0x178,0x1f03ff,Thread,TID 808 PID 696
0x820cb648,616,0x17c,0x1f03ff,Thread,TID 812 PID 696
0x820acda0,616,0x180,0x1f03ff,Thread,TID 832 PID 684
0x8228f948,616,0x184,0x1f03ff,Thread,TID 824 PID 684
0x820ffd60,616,0x188,0x1f03ff,Thread,TID 840 PID 684
0x820ff388,616,0x18c,0x1f03ff,Thread,TID 844 PID 696
0x82356928,616,0x190,0x1f03ff,Thread,TID 1344 PID 684
0x820d9020,616,0x194,0x1f0fff,Process,vmacthlp.exe(852)
0x823c6cf8,616,0x198,0x1f03ff,Thread,TID 856 PID 852
0xe19e3488,616,0x19c,0x1f0001,Port,
0x8203dda0,616,0x1a0,0x1f0fff,Process,svchost.exe(880)
